root,name,has_yaml,description,source_path
claude,call,yes,Orchestrate a babysitter run. use this command to start babysitting a complex workflow.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-codex\skills\call\SKILL.md
claude,call,yes,Orchestrate a babysitter run. use this command to start babysitting a complex workflow.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-pi\skills\call\SKILL.md
claude,call,yes,Orchestrate a babysitter run. use this command to start babysitting a complex workflow.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-github\skills\call\SKILL.md
claude,camb-cosmology-calculator,yes,"CAMB cosmological perturbation skill for CMB power spectra, matter power spectra, and cosmological parameter estimation",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\physics\skills\camb-cosmology-calculator\SKILL.md
claude,can-bus,yes,CAN/CAN-FD bus analysis and development expertise,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\embedded-systems\skills\can-bus\SKILL.md
claude,can-communication,yes,"CAN bus design, analysis, and diagnostics expertise",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\automotive-engineering\skills\can-communication\SKILL.md
claude,cap-table-validator,yes,"Validates cap table accuracy, identifies issues, models option pool impact",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\cap-table-validator\SKILL.md
claude,capacity-constraint-analyzer,yes,Production capacity analysis skill using Theory of Constraints principles,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\supply-chain\skills\capacity-constraint-analyzer\SKILL.md
claude,capacity-planner,yes,Capacity requirements planning skill with demand-capacity analysis and strategic capacity decisions.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\industrial-engineering\skills\capacity-planner\SKILL.md
claude,capacity-planner,yes,Capacity requirements planning skill with demand-capacity gap analysis and capacity strategy recommendations,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\operations\skills\capacity-planner\SKILL.md
claude,capital-budgeting-analyzer,yes,"Capital investment appraisal skill with NPV, IRR, payback, and real options analysis",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\finance-accounting\skills\capital-budgeting-analyzer\SKILL.md
claude,carbon-footprint-calculator,yes,Logistics carbon emission tracking and reduction planning skill supporting sustainability initiatives,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\logistics\skills\carbon-footprint-calculator\SKILL.md
claude,carbon-footprint-estimator,yes,Estimates company carbon footprint and environmental impact,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\carbon-footprint-estimator\SKILL.md
claude,cardputer-buddy,yes,"Iterate on the Cardputer-Adv MicroPython app bundle (Claude Buddy, Snake, Hello) after the device is already provisioned via m5-onboard. Use when the user wants to add a new app, push a single changed .py without re-flashing, watch device serial logs, or run a one-shot REPL command. Trigger on ""add an app"", ""push to the cardputer"", ""tail the device"", ""run on the device"", or follow-up work after /maker-setup.",C:\Users\Treml\.claude\plugins\marketplaces\claude-plugins-official\plugins\cwc-makers\skills\cardputer-buddy\SKILL.md
claude,care-transition-coordination,yes,"Manage care transitions between settings including discharge planning, medication reconciliation, follow-up scheduling, and post-acute care coordination",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\healthcare\skills\care-transition-coordination\SKILL.md
claude,carrier-selection-optimizer,yes,Automated carrier evaluation and selection skill using multi-criteria decision analysis for optimal freight procurement,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\logistics\skills\carrier-selection-optimizer\SKILL.md
claude,cash-flow-forecaster,yes,"Daily, weekly, and monthly cash forecasting skill with scenario analysis and liquidity stress testing",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\finance-accounting\skills\cash-flow-forecaster\SKILL.md
claude,catalyst-analyzer,yes,"Catalyst performance analysis skill for activity testing, deactivation modeling, and optimization",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\chemical-engineering\skills\catalyst-analyzer\SKILL.md
claude,category-strategy-builder,yes,Category management strategy development using Kraljic Matrix and portfolio optimization,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\supply-chain\skills\category-strategy-builder\SKILL.md
claude,causal-inference-engine,yes,"Causal reasoning implementing DAG construction, do-calculus, and intervention effect estimation",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\scientific-discovery\skills\causal-inference-engine\SKILL.md
claude,causal-inference-engine,yes,Causal inference skill for estimating treatment effects and understanding causal relationships in business data,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\decision-intelligence\skills\causal-inference-engine\SKILL.md
claude,causal-inference-methods,yes,"Apply propensity score methods, instrumental variables, difference-in-differences, and regression discontinuity designs for causal identification",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\social-sciences\skills\causal-inference-methods\SKILL.md
claude,CDC Pattern Implementer,yes,Implements Change Data Capture patterns for real-time data integration,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\data-engineering-analytics\skills\cdc-pattern-implementer\SKILL.md
claude,cdc-analysis,yes,Specialized skill for clock domain crossing analysis and synchronizer design in FPGA designs,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\fpga-programming\skills\cdc-analysis\SKILL.md
claude,cellranger-processor,yes,Cell Ranger skill for 10X Genomics single-cell data processing,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\bioinformatics\skills\cellranger-processor\SKILL.md
claude,certification-planning,yes,Expert skill for aerospace certification planning aligned with regulatory requirements,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\aerospace-engineering\skills\certification-planning\SKILL.md
claude,certora-prover,yes,"Formal verification using Certora Prover with CVL specification language. Supports invariant rules, parametric verification, ghost variables, and counterexample analysis for mathematical proof of contract correctness.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cryptography-blockchain\skills\certora-prover\SKILL.md
claude,cfd-analysis,yes,Deep integration with computational fluid dynamics tools for aerodynamic analysis across all flight regimes,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\aerospace-engineering\skills\cfd-analysis\SKILL.md
claude,cfd-fluids,yes,Deep integration with computational fluid dynamics tools for internal and external flow analysis,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\mechanical-engineering\skills\cfd-fluids\SKILL.md
claude,chain-forensics,yes,"On-chain analysis and transaction forensics for blockchain security investigations. Provides capabilities for tracing fund flows, identifying suspicious patterns, MEV analysis, and generating forensic reports for incident response.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cryptography-blockchain\skills\chain-forensics\SKILL.md
claude,chain-of-thought-prompts,yes,Chain-of-thought and step-by-step reasoning prompts for complex problem solving,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\ai-agents-conversational\skills\chain-of-thought-prompts\SKILL.md
claude,chalk-styling-system,yes,"Create consistent chalk-based color and styling system for CLI output with themes, semantic colors, and formatting utilities.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\chalk-styling-system\SKILL.md
claude,change-management,yes,Skill for engineering change request and order processing through PLM systems,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\mechanical-engineering\skills\change-management\SKILL.md
claude,change-request-analyzer,yes,"Analyze change request impacts on scope, schedule, and cost",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\project-management\skills\change-request-analyzer\SKILL.md
claude,changelog-generator,yes,Automated changelog generation from commits and PRs,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\sdk-platform-development\skills\changelog-generator\SKILL.md
claude,changeover-optimizer,yes,Setup and changeover time reduction skill with SMED methodology and sequence optimization,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\operations\skills\changeover-optimizer\SKILL.md
claude,chaos-runner,yes,"Run chaos engineering experiments using Chaos Monkey, Litmus, or Gremlin",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\software-architecture\skills\chaos-runner\SKILL.md
claude,character-development,yes,"Build complete character profiles with psychology, backstory, arcs, and visual design for film/TV",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\arts-culture\film-tv-production\skills\character-development\SKILL.md
claude,character-physics,yes,Character controller skill for movement physics and platformer mechanics.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\character-physics\SKILL.md
claude,characterization-test-generator,yes,Generate characterization tests to capture and verify existing behavior before migration,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\code-migration-modernization\skills\characterization-test-generator\SKILL.md
claude,characterization-workflow-orchestrator,yes,Workflow automation skill for orchestrating multi-technique characterization sequences,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\characterization-workflow-orchestrator\SKILL.md
claude,chat-sdk,yes,"Vercel Chat SDK expert guidance. Use when building multi-platform chat bots — Slack, Telegram, Microsoft Teams, Discord, Google Chat, GitHub, Linear — with a single codebase. Covers the Chat class, adapters, threads, messages, cards, modals, streaming, state management, and webhook setup.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\chat-sdk\SKILL.md
claude,chat-sdk,yes,"> Build multi-platform chat bots with Chat SDK (`chat` npm package). Use when developers want to (1) Build a Slack, Teams, Google Chat, Discord, Telegram, GitHub, Linear, or WhatsApp bot, (2) Use Chat SDK to handle mentions, direct messages, subscribed threads, reactions, slash commands, cards, modals, files, or AI streaming, (3) Set up webhook routes or multi-adapter bots, (4) Send rich cards or streamed AI responses to chat platforms, (5) Build or maintain a custom adapter or state adapter. Triggers on ""chat sdk"", ""chat bot"", ""slack bot"", ""teams bot"", ""google chat bot"", ""discord bot"", ""telegram bot"", ""whatsapp bot"", ""@chat-adapter"", ""@chat-adapter/state-"", ""custom adapter"", ""state adapter"", ""build adapter"", and building bots that work across multiple chat platforms.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\vercel\0.42.1\skills\chat-sdk\upstream\SKILL.md
claude,checklist-validator,yes,Skill for validating research against reporting checklists,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\scientific-discovery\skills\checklist-validator\SKILL.md
claude,checkpoint-management,yes,Git-backed state management for safe rollback. Create and restore checkpoints with tagged commits and metadata tracking.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\claudekit\skills\checkpoint-management\SKILL.md
claude,chocolatey-package-generator,yes,Generate Chocolatey package for Windows CLI distribution.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\chocolatey-package-generator\SKILL.md
claude,chorus-analytics,yes,Chorus.ai conversation intelligence for meeting insights and analytics,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\sales\skills\chorus-analytics\SKILL.md
claude,chroma-integration,yes,Chroma local vector database setup and operations for development and production,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\ai-agents-conversational\skills\chroma-integration\SKILL.md
claude,chrome-devtools,yes,"Uses Chrome DevTools via MCP for efficient debugging, troubleshooting and browser automation. Use when debugging web pages, automating browser interactions, analyzing performance, or inspecting network requests. This skill does not apply to `--slim` mode (MCP configuration).",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\chrome-devtools-mcp\0.22.0\skills\chrome-devtools\SKILL.md
claude,chrome-devtools-cli,yes,Use this skill to write shell scripts or run shell commands to automate tasks in the browser or otherwise use Chrome DevTools via CLI.,C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\chrome-devtools-mcp\0.22.0\skills\chrome-devtools-cli\SKILL.md
claude,churnzero-signals,yes,ChurnZero churn prediction and engagement signal monitoring,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\sales\skills\churnzero-signals\SKILL.md
claude,cicd-pipeline-generator,yes,Generate CI/CD pipelines for SDK build and release,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\sdk-platform-development\skills\cicd-pipeline-generator\SKILL.md
claude,cicd-pipelines,yes,"Multi-platform CI/CD pipeline expertise. Generate GitHub Actions, GitLab CI, Jenkins, and Azure Pipelines configurations. Analyze failures, optimize execution time, validate syntax, and configure matrix builds and caching strategies.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\devops-sre-platform\skills\cicd-pipelines\SKILL.md
claude,circuit-optimizer,yes,"Quantum circuit optimization skill for gate reduction, depth minimization, and hardware-aware compilation",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\quantum-computing\skills\circuit-optimizer\SKILL.md
claude,cirq-circuit-builder,yes,Google Cirq integration skill for quantum circuit design and execution on Google quantum processors,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\quantum-computing\skills\cirq-circuit-builder\SKILL.md
claude,citation-scholarly-apparatus,yes,"Format citations, footnotes, and bibliographies following Chicago, MLA, and disciplinary style guides with accuracy",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\humanities\skills\citation-scholarly-apparatus\SKILL.md
claude,civil3d-surface-analyzer,yes,"Civil 3D surface analysis skill for terrain modeling, earthwork, and drainage analysis",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\civil-engineering\skills\civil3d-surface-analyzer\SKILL.md
claude,clap-scaffolder,yes,"Generate Clap-based Rust CLI applications with derive macros, subcommands, and modern Rust patterns. Creates production-ready Rust CLI with proper cargo structure.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\clap-scaffolder\SKILL.md
claude,clari-forecasting,yes,Clari revenue operations platform for AI-powered forecasting,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\sales\skills\clari-forecasting\SKILL.md
claude,claude-automation-recommender,yes,"Analyze a codebase and recommend Claude Code automations (hooks, subagents, skills, plugins, MCP servers). Use when user asks for automation recommendations, wants to optimize their Claude Code setup, mentions improving Claude Code workflows, asks how to first set up Claude Code for a project, or wants to know what Claude Code features they should use.",C:\Users\Treml\.claude\plugins\marketplaces\claude-plugins-official\plugins\claude-code-setup\skills\claude-automation-recommender\SKILL.md
claude,claude-automation-recommender,yes,"Analyze a codebase and recommend Claude Code automations (hooks, subagents, skills, plugins, MCP servers). Use when user asks for automation recommendations, wants to optimize their Claude Code setup, mentions improving Claude Code workflows, asks how to first set up Claude Code for a project, or wants to know what Claude Code features they should use.",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\claude-code-setup\1.0.0\skills\claude-automation-recommender\SKILL.md
claude,claude-md-improver,yes,"Audit and improve CLAUDE.md files in repositories. Use when user asks to check, audit, update, improve, or fix CLAUDE.md files. Scans for all CLAUDE.md files, evaluates quality against templates, outputs quality report, then makes targeted updates. Also use when the user mentions ""CLAUDE.md maintenance"" or ""project memory optimization"".",C:\Users\Treml\.claude\plugins\marketplaces\claude-plugins-official\plugins\claude-md-management\skills\claude-md-improver\SKILL.md
claude,claude-md-improver,yes,"Audit and improve CLAUDE.md files in repositories. Use when user asks to check, audit, update, improve, or fix CLAUDE.md files. Scans for all CLAUDE.md files, evaluates quality against templates, outputs quality report, then makes targeted updates. Also use when the user mentions ""CLAUDE.md maintenance"" or ""project memory optimization"".",C:\Users\Treml\.claude\plugins\cache\claude-plugins-official\claude-md-management\1.0.0\skills\claude-md-improver\SKILL.md
claude,claude-opus-4-5-migration,yes,"Migrate prompts and code from Claude Sonnet 4.0, Sonnet 4.5, or Opus 4.1 to Opus 4.5. Use when the user wants to update their codebase, prompts, or API calls to use Opus 4.5. Handles model string updates and prompt adjustments for known Opus 4.5 behavioral differences. Does NOT migrate Haiku 4.5.",C:\Users\Treml\.claude\plugins\marketplaces\claude-code-plugins\plugins\claude-opus-4-5-migration\skills\claude-opus-4-5-migration\SKILL.md
claude,cleanroom-metrology-controller,yes,"Nanofabrication metrology skill for process control with CD-SEM, ellipsometry, and profilometry",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\cleanroom-metrology-controller\SKILL.md
claude,cleanroom-protocol-manager,yes,"Cleanroom operations skill for managing protocols, contamination control, and process flows",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\nanotechnology\skills\cleanroom-protocol-manager\SKILL.md
claude,cleanup,yes,"Clean up .a5c/runs and .a5c/processes directories. Aggregates insights from completed/failed runs into docs/run-history-insights.md, then removes old run data and orphaned process files.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-opencode\skills\cleanup\SKILL.md
claude,cleanup,yes,"Clean up .a5c/runs and .a5c/processes directories. Aggregates insights from completed/failed runs into docs/run-history-insights.md, then removes old run data and orphaned process files.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-omp\skills\cleanup\SKILL.md
claude,cleanup,yes,"Clean up .a5c/runs and .a5c/processes directories. Aggregates insights from completed/failed runs into docs/run-history-insights.md, then removes old run data and orphaned process files.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\plugins\babysitter-pi\skills\cleanup\SKILL.md
claude,clearbit-enrichment,yes,Company and contact data enrichment via Clearbit APIs,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\sales\skills\clearbit-enrichment\SKILL.md
claude,cli-e2e-test-harness,yes,Set up E2E test harness for CLI applications with process spawning and assertions.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\cli-e2e-test-harness\SKILL.md
claude,cli-framework-builder,yes,Build command-line interfaces for SDK interaction,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\sdk-platform-development\skills\cli-framework-builder\SKILL.md
claude,cli-mock-stdin,yes,Create mock stdin utilities for interactive CLI testing.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\cli-mock-stdin\SKILL.md
claude,cli-progress-bar-setup,yes,"Configure cli-progress with custom formatters, multi-bar support, and ETA calculations for CLI progress indication.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\cli-progress-bar-setup\SKILL.md
claude,cli-snapshot-tester,yes,Set up snapshot testing for CLI output with update workflows and diff reporting.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\cli-snapshot-tester\SKILL.md
claude,cli-table-formatter,yes,"Generate table formatters for structured CLI output with column alignment, borders, and responsive sizing.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\cli-table-formatter\SKILL.md
claude,click-scaffolder,yes,"Generate Click-based Python CLI applications with decorators, groups, context, and modern Python patterns. Creates complete scaffolded CLI with proper project structure.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\click-scaffolder\SKILL.md
claude,client-server,yes,Client-server architecture skill for authority models and validation.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\client-server\SKILL.md
claude,clinical-decision-support-rules,yes,"Develop and maintain clinical decision support rules including alerts, reminders, order sets, and evidence-based recommendations within EHR systems",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\healthcare\skills\clinical-decision-support-rules\SKILL.md
claude,clinical-documentation-query,yes,"Generate compliant physician queries to clarify clinical documentation for accurate coding, severity of illness, and risk of mortality capture",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\healthcare\skills\clinical-documentation-query\SKILL.md
claude,clinical-literature-reviewer,yes,Systematic literature review skill for clinical evaluation supporting regulatory submissions,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\biomedical-engineering\skills\clinical-literature-reviewer\SKILL.md
claude,clinical-study-designer,yes,Clinical study design skill for medical device trials including IDE studies and post-market studies,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\biomedical-engineering\skills\clinical-study-designer\SKILL.md
claude,clinical-workflow-analysis,yes,"Analyze clinical workflows to identify inefficiencies, bottlenecks, and improvement opportunities using Lean healthcare principles and value stream mapping techniques",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\social-sciences-humanities\healthcare\skills\clinical-workflow-analysis\SKILL.md
claude,clinvar-querier,yes,ClinVar database query skill for clinical variant interpretation and pathogenicity lookup,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\bioinformatics\skills\clinvar-querier\SKILL.md
claude,clipboard-handler,yes,"Cross-platform clipboard operations for text, images, files, and rich content",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\desktop-development\skills\clipboard-handler\SKILL.md
claude,closing-checklist-tracker,yes,"Tracks closing conditions, deliverables, sign-offs across parties",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\closing-checklist-tracker\SKILL.md
claude,cloth-simulation,yes,Cloth physics skill for softbody dynamics and constraint systems.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\game-development\skills\cloth-simulation\SKILL.md
claude,cloud-cost-analysis,yes,Multi-cloud cost analysis and optimization expertise for FinOps practices,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\devops-sre-platform\skills\cloud-cost-analysis\SKILL.md
claude,cloud-cost-estimator,yes,Estimate cloud costs for migration targets with resource sizing and optimization recommendations,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\code-migration-modernization\skills\cloud-cost-estimator\SKILL.md
claude,cloud-cost-estimator,yes,"Estimate cloud costs across AWS, Azure, and GCP with pricing comparison",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\software-architecture\skills\cloud-cost-estimator\SKILL.md
claude,cloud-readiness-assessor,yes,Assess application readiness for cloud migration with 6Rs classification and cloud-native compliance checking,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\code-migration-modernization\skills\cloud-readiness-assessor\SKILL.md
claude,cloud-security-testing,yes,"Multi-cloud security assessment and penetration testing capabilities. Execute Prowler/ScoutSuite assessments, analyze IAM policies, identify cloud misconfigurations, test permissions, and enumerate cloud resources across AWS/GCP/Azure.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\security-research\skills\cloud-security-testing\SKILL.md
claude,cloudformation-analyzer,yes,Validate and analyze AWS CloudFormation templates for security and best practices,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\software-architecture\skills\cloudformation-analyzer\SKILL.md
claude,cnc-programming,yes,Expert skill for CNC programming and toolpath optimization using CAM software,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\science\mechanical-engineering\skills\cnc-programming\SKILL.md
claude,cobra-scaffolder,yes,"Generate Cobra/Viper-based Go CLI applications with persistent flags, subcommands, and configuration management. Creates production-ready Go CLI with modern patterns.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\cobra-scaffolder\SKILL.md
claude,Code Coverage Analysis,yes,"Multi-language code coverage analysis, reporting, and quality gate enforcement",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\qa-testing-automation\skills\code-coverage\SKILL.md
claude,code-complexity-analyzer,yes,"Analyze code complexity metrics including cyclomatic complexity, code smells, and technical debt",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\software-architecture\skills\code-complexity-analyzer\SKILL.md
claude,code-generation,yes,"Minimal, pattern-matching code output. Write the least code that satisfies requirements. Match existing project patterns. Use Write/Edit tools only.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\cc10x\skills\code-generation\SKILL.md
claude,code-profiler,yes,Profile code performance and identify bottlenecks,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\algorithms-optimization\skills\code-profiler\SKILL.md
claude,code-quality-analyzer,yes,"Static code analysis, technical debt assessment, engineering velocity metrics",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\domains\business\venture-capital\skills\code-quality-analyzer\SKILL.md
claude,code-review,yes,"Structured code quality assessment with Conventional Comments format, scaled review depth, and soft-gating verdicts preserving user autonomy.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\rpikit\skills\code-review\SKILL.md
claude,code-review,no,,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\bmad-method\skills\code-review\SKILL.md
claude,code-review-gate,yes,"Architect code review with DRY, YAGNI, abstraction, and test coverage principle enforcement",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\maestro\skills\code-review-gate\SKILL.md
claude,code-review-gate,no,,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\automaker\skills\code-review-gate\SKILL.md
claude,code-review-orchestration,yes,"6-agent parallel code review orchestration covering architecture, security, performance, testing, quality, and documentation dimensions with weighted scoring.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\claudekit\skills\code-review-orchestration\SKILL.md
claude,code-review-patterns,yes,"Multi-dimensional code assessment across security, quality, performance, and maintainability with confidence-gated reporting (>=80%) and Router Contract generation.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\cc10x\skills\code-review-patterns\SKILL.md
claude,code-review-pipeline,yes,"Multi-dimensional code review across correctness, security, performance, and maintainability with confidence-gated reporting and remediation loops.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\everything-claude-code\skills\code-review-pipeline\SKILL.md
claude,code-sample-validator,yes,"Extract, validate, and test code samples in documentation. Verify syntax, execute samples, check outputs, validate imports, and ensure code samples are up-to-date with current APIs.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\technical-documentation\skills\code-sample-validator\SKILL.md
claude,code-signing-setup,yes,Configure code signing for macOS and Windows binaries with notarization.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\cli-mcp-development\skills\code-signing-setup\SKILL.md
claude,code-smell-detector,yes,Automated detection of code smells and anti-patterns to identify refactoring opportunities,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\code-migration-modernization\skills\code-smell-detector\SKILL.md
claude,code-template-manager,yes,Manage and generate competitive programming templates,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\specializations\algorithms-optimization\skills\code-template-manager\SKILL.md
claude,codebase-mapping,yes,"Automatic codebase indexing for invisible context injection. Catalogs project structure, file types, entry points, dependencies, and test layout.",C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\claudekit\skills\codebase-mapping\SKILL.md
claude,codebase-research,yes,Systematic codebase exploration following the Iron Law - understand the problem before exploring code. Four phases with file-finder and web-researcher agents.,C:\Users\Treml\.claude\plugins\marketplaces\a5c.ai\library\methodologies\rpikit\skills\codebase-research\SKILL.md
